General Style,ID,Style,Secondary routes,Tempo / key,Mood arc,Vocal cue,Core palette,Template
East Asian Modern Pop,mandopop-funk-pop_0002,Mandopop / Funk Pop,dance-pop-disco-funk,95 BPM; C major,"The track opens with a dreamy, atmospheric introduction that quickly establishes an optimistic and buoyant mood.",Singer A (Male).,"A clean, funky electric guitar playing syncopated chord stabs and melodic riffs serves as the core rhythmic and harmonic driver, present from the first verse through to the end.",templates/mandopop-funk-pop_0002.txt
East Asian Modern Pop,mandopop-funk-pop_0001,Mandopop / Funk-Pop,dance-pop-disco-funk,115 BPM; C major,"The track opens with a playful and rhythmic vocal hook that immediately establishes an upbeat, carefree atmosphere.",Singer A (Male).,"A funky, clean electric guitar playing syncopated, staccato chord chops serves as the primary rhythmic and harmonic driver, present from the Intro through to the Outro.",templates/mandopop-funk-pop_0001.txt
East Asian Modern Pop,mandopop-hardstyle-edm_0001,Mandopop / Hardstyle-EDM,club-edm-house-trance,154 BPM; B minor,"The track opens with a moody, atmospheric tension that builds steadily through the verses and pre-chorus.",Singer A (Male).,"A detuned, saw-wave lead synthesizer carries the main melodic hook, entering forcefully at the first chorus and defining the track's signature sound.",templates/mandopop-hardstyle-edm_0001.txt
East Asian Modern Pop,mandopop-melodic-hip-hop_0001,Mandopop / Melodic Hip-Hop,hip-hop-rap,85 BPM; D minor,"The piece opens with a somber and reflective tone, establishing a narrative of introspection through sparse instrumentation.",Singer A (Male).,"A melancholic acoustic piano plays a repeating arpeggiated motif that serves as the harmonic backbone from the Intro through to the Outro, providing a constant emotional anchor.",templates/mandopop-melodic-hip-hop_0001.txt
East Asian Modern Pop,mandopop-melodic-hip-hop-randb_0001,Mandopop / Melodic Hip-Hop / R&B,"hip-hop-rap, general-pop-ballad",90 BPM; Bb major,"The piece opens with a wistful and atmospheric tone, establishing a sense of solitary contemplation.",Singer A (Male).,"A melancholic piano motif serves as the harmonic backbone, present from the Intro through the Outro, providing the main melodic hook.",templates/mandopop-melodic-hip-hop-randb_0001.txt
East Asian Modern Pop,mandopop-nu-disco-funk-pop_0001,Mandopop / Nu-Disco / Funk Pop,dance-pop-disco-funk,118 BPM; B minor,"The track opens with a breezy, inquisitive atmosphere that quickly establishes a confident, danceable groove.",Singer A (Female).,"A funky, clean-tone electric guitar playing syncopated chord stabs and rhythmic riffs serves as the core harmonic driver, present from the intro through to the outro.",templates/mandopop-nu-disco-funk-pop_0001.txt
East Asian Modern Pop,mandopop-nu-disco-funk-pop_0002,Mandopop / Nu-Disco / Funk Pop,dance-pop-disco-funk,120 BPM; C major,"The track opens with an inviting, breezy atmosphere that quickly establishes a sense of forward motion.",Singer A (Male).,"A funky, syncopated electric bass line serves as the rhythmic and harmonic backbone, present from the very first bar and driving the entire track.",templates/mandopop-nu-disco-funk-pop_0002.txt
East Asian Modern Pop,mandopop-pop-rock_0001,Mandopop / Pop Rock,pop-alternative-rock,146 BPM; Eb major,"The piece opens with a gentle, atmospheric introspection that gradually accumulates momentum through the verses.","A single female vocalist leads the track with a clear, bright, and youthful timbre.","Clean electric guitars playing arpeggiated figures dominate the intro and verses, establishing the harmonic bed.",templates/mandopop-pop-rock_0001.txt
East Asian Modern Pop,mandopop-pop-rock-ballad_0001,Mandopop / Pop Rock Ballad,pop-alternative-rock,80 BPM; F# major,"The piece opens with a solitary, introspective melancholy that gradually accumulates tension through the verses.","A single female vocalist delivers the performance with a clear, emotive timbre that shifts from a soft, breathy quality in the lower register to a powerful, resonant belt in the upper register.","A clean electric guitar with a chorus effect establishes the harmonic foundation in the intro and verses, later switching to a distorted, overdriven tone to drive the energy in the choruses.",templates/mandopop-pop-rock-ballad_0001.txt
East Asian Modern Pop,mandopop-pop-rock-ballad_0002,Mandopop / Pop Rock Ballad,pop-alternative-rock,74 BPM; Ab major,"The piece opens with a solitary, melancholic atmosphere that gradually accumulates tension through the verses.",Singer A (Male).,"A clean electric guitar with a chorus effect establishes the main melodic motif in the intro and remains a constant harmonic anchor throughout the track, switching to a distorted, overdriven tone during the choruses to…",templates/mandopop-pop-rock-ballad_0002.txt
East Asian Modern Pop,mandopop-pop-rock-ballad_0003,Mandopop / Pop Rock Ballad,pop-alternative-rock,90 BPM; Bb major,"The piece opens with a tender, introspective atmosphere that gradually accumulates warmth and anticipation through the verses.",Singer A (Female) and Singer B (Male).,"A bright acoustic piano serves as the harmonic backbone, present from the very first note and continuing through to the outro, driving the chord progression with arpeggiated patterns in the verses and block chords in…",templates/mandopop-pop-rock-ballad_0003.txt
East Asian Modern Pop,mandopop-pop-rock-ballad_0004,Mandopop / Pop Rock Ballad,pop-alternative-rock,70 BPM; Bb major,"The piece begins with a fragile, intimate melancholy, establishing a sense of vulnerability.",Singer A (Female).,"A grand piano serves as the harmonic backbone, playing arpeggiated figures in the verses and shifting to broad, rhythmic chords in the choruses.",templates/mandopop-pop-rock-ballad_0004.txt
East Asian Modern Pop,mandopop-pop-rock-ballad_0005,Mandopop / Pop Rock Ballad,pop-alternative-rock,77 BPM; Eb major,"The piece opens with a solitary, introspective melancholy that gradually accumulates tension through the verses.",Singer A (Male).,"A grand piano serves as the harmonic backbone, playing arpeggiated figures in the intro and verses, transitioning to block chords in the choruses to drive the momentum.",templates/mandopop-pop-rock-ballad_0005.txt
East Asian Modern Pop,mandopop-pop-rock-ballad_0006,Mandopop / Pop Rock Ballad,pop-alternative-rock,71 BPM; Bb major,"The piece opens with a reflective and somber tone, establishing a narrative of history and loss.",Singer A (Male).,"An acoustic guitar with a bright, finger-picked pattern serves as the foundational harmonic element from the Intro through the first verse.",templates/mandopop-pop-rock-ballad_0006.txt
East Asian Modern Pop,mandopop-pop-rock-ballad_0007,Mandopop / Pop Rock Ballad,pop-alternative-rock,133 BPM; Bb minor,"The piece opens with a somber and reflective mood, establishing a sense of longing through sparse instrumentation.",Singer A (Male).,"A grand piano serves as the foundational harmonic instrument, present from the very beginning and continuing through the entire track, providing the core chord progression.",templates/mandopop-pop-rock-ballad_0007.txt
East Asian Modern Pop,mandopop-pop-rock-ballad_0008,Mandopop / Pop Rock Ballad,pop-alternative-rock,74 BPM; Bb major,"The piece opens with a solitary, melancholic atmosphere that establishes a sense of longing.",Singer A (Male).,"A grand piano serves as the harmonic backbone, playing arpeggiated figures in the intro and verses, shifting to block chords with greater rhythmic drive in the choruses.",templates/mandopop-pop-rock-ballad_0008.txt
East Asian Modern Pop,mandopop-pop-rock-with-electronic-elements_0001,Mandopop / Pop Rock with Electronic elements,pop-alternative-rock,92 BPM; C# major,"The piece opens with a mysterious and contemplative atmosphere, establishing a sense of vastness and solitude.",Singer A (Female).,"A bright, resonant piano serves as the harmonic backbone, playing arpeggiated figures in the verses and shifting to block chords in the choruses to drive the progression.",templates/mandopop-pop-rock-with-electronic-elements_0001.txt
East Asian Modern Pop,mandopop-pop-rock-with-electronic-elements_0002,Mandopop / Pop Rock with Electronic elements,pop-alternative-rock,143 BPM; D major,"The track launches immediately with high-energy optimism and youthful exuberance, maintaining a driving momentum through the verses.",Singer A (Male).,"Distorted electric guitars provide the core harmonic drive with power-chord riffs and melodic lead lines, present from the intro through to the outro.",templates/mandopop-pop-rock-with-electronic-elements_0002.txt
East Asian Modern Pop,mandopop-randb-hip-hop-fusion_0001,Mandopop / R&B / Hip-Hop Fusion,"general-pop-ballad, hip-hop-rap",80 BPM; D major,"The piece opens with a wistful and ethereal atmosphere, establishing a sense of cosmic longing.",Singer A (Female) and Singer B (Male).,"A warm, electric piano provides the core harmonic foundation, playing sustained chords and gentle arpeggios from the Intro through to the Outro.",templates/mandopop-randb-hip-hop-fusion_0001.txt
East Asian Modern Pop,mandopop-synth-pop-dance-pop_0001,Mandopop / Synth-Pop / Dance-Pop,"electronic-synth-ambient-pop, dance-pop-disco-funk",120 BPM; A major,"The track opens with an atmospheric and anticipatory mood, establishing a sense of vastness.",Singer A (Male).,"A bright, digital synthesizer playing the main chord progression and melodic hooks is present from the Intro to the Outro, serving as the harmonic backbone.",templates/mandopop-synth-pop-dance-pop_0001.txt
East Asian Modern Pop,mandopop-trap-electronic-randb_0001,Mandopop / Trap / Electronic R&B,"hip-hop-rap, electronic-synth-ambient-pop",140 BPM; A minor,"The track opens with a contemplative and slightly melancholic atmosphere, establishing a sense of artistic struggle.",Singer A (Male).,"A bright, plucked synthesizer melody serves as the central hook, present throughout the Intro, Verses, and Choruses, providing the main melodic identity.",templates/mandopop-trap-electronic-randb_0001.txt
East Asian Modern Pop,mandopop-trap-randb_0001,Mandopop / Trap R&B,hip-hop-rap,146 BPM; Bb major,"The track opens with a somber, introspective mood established by sparse instrumentation and a restrained vocal delivery.",Singer A (Male).,"A melancholic electric piano serves as the core harmonic foundation, playing a repetitive, arpeggiated chord progression from the Intro through to the Outro.",templates/mandopop-trap-randb_0001.txt
East Asian Modern Pop,mandopop-trap-randb_0002,Mandopop / Trap R&B,hip-hop-rap,107 BPM; G major,"The piece opens with a wistful and ethereal atmosphere, establishing a tone of longing.",Singer A (Female) and Singer B (Male).,"A melancholic piano motif serves as the core harmonic foundation, playing arpeggiated chords that persist from the Intro through to the Outro, providing continuity.",templates/mandopop-trap-randb_0002.txt
East Asian Modern Pop,mandopop-trap-soul_0001,Mandopop / Trap Soul,soul-blues-gospel,136 BPM; G minor,"The piece opens with a fragile, melancholic atmosphere that establishes a sense of longing.",Singer A (Female) and Singer B (Male).,"A melancholic piano motif serves as the core harmonic anchor, present from the very beginning and persisting through to the Outro, providing a continuous emotional thread.",templates/mandopop-trap-soul_0001.txt
"Electronic, Synth & Ambient Pop",ambient-ethereal-folk_0001,Ambient / Ethereal Folk,roots-traditional-global,80 BPM; F minor,"The piece opens with a suspended, meditative atmosphere established by wordless vocalizations, creating a sense of timeless stillness.",Singer A (Female).,"A deep, sustained synthesizer pad serves as the harmonic bedrock, present from the very first second to the final fade-out.",templates/ambient-ethereal-folk_0001.txt
"Electronic, Synth & Ambient Pop",ambient-ethereal-wave_0001,Ambient / Ethereal Wave,general-pop-ballad,58 BPM; C minor,"The piece opens with a suspended, meditative stillness established by wordless vocal textures, creating an atmosphere of vast isolation.",Singer A (Female).,"The human voice serves as the sole primary instrument, functioning simultaneously as the melodic lead, harmonic foundation, and rhythmic pulse through its phrasing.",templates/ambient-ethereal-wave_0001.txt
"Electronic, Synth & Ambient Pop",ambient-pop-cinematic-ballad_0001,Ambient Pop / Cinematic Ballad,cinematic-pop-ballad,76 BPM; C major,"The piece opens with a solitary, ethereal vulnerability that establishes a contemplative mood.",Singer A (Female).,"A resonant grand piano plays sparse, arpeggiated chords that serve as the harmonic backbone, present from the very beginning and continuing through to the outro.",templates/ambient-pop-cinematic-ballad_0001.txt
"Electronic, Synth & Ambient Pop",ambient-pop-cinematic-electronic_0001,Ambient Pop / Cinematic Electronic,—,85 BPM; F minor,"The piece opens with a solitary, meditative stillness that gradually invites a sense of mystery and introspection.","A single Male vocalist delivers the performance with a soft, breathy, and resonant baritone texture that feels intimate yet distant.","A melancholic piano serves as the harmonic anchor, playing sparse, reverberant chords from the very beginning and persisting through to the outro, providing the song's emotional core.",templates/ambient-pop-cinematic-electronic_0001.txt
"Electronic, Synth & Ambient Pop",ambient-pop-ethereal-ballad_0001,Ambient Pop / Ethereal Ballad,general-pop-ballad,71 BPM; E major,"The piece opens with a serene, floating atmosphere that establishes a sense of vastness and solitude.","A single female vocalist delivers the performance with an extremely soft, airy, and breathy timbre.","A grand piano with a felted, mellow tone serves as the harmonic backbone, playing slow, arpeggiated chords from the very beginning until the final fade.",templates/ambient-pop-ethereal-ballad_0001.txt
"Electronic, Synth & Ambient Pop",ambient-pop-ethereal-ballad_0002,Ambient Pop / Ethereal Ballad,general-pop-ballad,67 BPM; Ab minor,"The piece opens with a weightless, meditative stillness, establishing a sense of vast isolation.",Singer A (Female).,"A resonant grand piano serves as the harmonic anchor, playing sparse, arpeggiated figures that persist from the Intro through the Outro, providing the song's melodic skeleton.",templates/ambient-pop-ethereal-ballad_0002.txt
"Electronic, Synth & Ambient Pop",ambient-pop-ethereal-electronic_0001,Ambient Pop / Ethereal Electronic,—,91 BPM; F# minor,"The piece opens with a floating, meditative stillness, establishing a sense of vast, open space.","A single female vocalist delivers the performance with an exceptionally airy, breathy, and crystalline timbre.","A lush, evolving synthesizer pad serves as the harmonic bedrock, present from the very beginning to the end.",templates/ambient-pop-ethereal-electronic_0001.txt
"Electronic, Synth & Ambient Pop",ambient-pop-ethereal-wave_0001,Ambient Pop / Ethereal Wave,general-pop-ballad,86 BPM; F# major,"The piece opens with a spacious, meditative stillness that gradually introduces a gentle rhythmic pulse, creating a sense of floating introspection.",Singer A (Female).,"A warm, evolving synthesizer pad serves as the harmonic bedrock, present from the very first second and sustaining through to the final fade-out.",templates/ambient-pop-ethereal-wave_0001.txt
"Electronic, Synth & Ambient Pop",ambient-pop-ethereal-wave_0002,Ambient Pop / Ethereal Wave,general-pop-ballad,107 BPM; Bb minor,"The piece opens with a vast, contemplative stillness that gradually accumulates emotional weight through layered textures.",Singer A (Female).,"A warm, evolving synthesizer pad serves as the harmonic bedrock, present from the very first second to the final fade, providing a continuous, shifting tonal landscape.",templates/ambient-pop-ethereal-wave_0002.txt
"Electronic, Synth & Ambient Pop",ambient-pop-new-age_0001,Ambient Pop / New Age,—,70 BPM; Eb major,"The piece opens with a serene, meditative stillness established by wordless vocalizations, creating an immediate sense of spaciousness.",Singer A (Female) and Singer B (Male).,"A warm, evolving synthesizer pad serves as the harmonic bedrock, present from the very first second to the final fade-out, providing a continuous, shifting tonal landscape.",templates/ambient-pop-new-age_0001.txt
"Electronic, Synth & Ambient Pop",cinematic-ambient-spoken-word_0001,Cinematic Ambient / Spoken Word,cinematic-orchestral-epic,71 BPM; C minor,"The piece establishes a solemn, mythic atmosphere from the outset, maintaining a consistent weight of gravity and introspection throughout.",Singer A (Male).,"A low-frequency synthesizer drone serves as the foundational harmonic bed, present continuously from the Intro to the Outro, providing a constant, vibrating floor for the narration.",templates/cinematic-ambient-spoken-word_0001.txt
"Electronic, Synth & Ambient Pop",dark-ambient-slowcore_0001,Dark Ambient / Slowcore,general-pop-ballad,90 BPM; Bb minor,"The piece establishes a somber, submerged atmosphere immediately, maintaining a consistent sense of weight and introspection throughout.",Singer A (Male).,"A sustained, low-frequency synthesizer pad acts as the harmonic bedrock, present from the very beginning and evolving slowly in timbre to become darker and more dissonant towards the end.",templates/dark-ambient-slowcore_0001.txt
"Electronic, Synth & Ambient Pop",dark-pop-cinematic-electronic_0001,Dark Pop / Cinematic Electronic,—,176 BPM; A minor,"The piece opens with an ethereal, haunting atmosphere that feels suspended in time.",Singer A (Female).,"A melancholic piano motif serves as the harmonic backbone, present from the Intro through the Outro, providing a consistent melodic anchor.",templates/dark-pop-cinematic-electronic_0001.txt
"Electronic, Synth & Ambient Pop",downtempo-ambient-pop_0001,Downtempo / Ambient Pop,—,92 BPM; B minor,"The piece opens with a suspended, ethereal atmosphere that establishes a mood of quiet longing and introspection.",Singer A (Female).,"A deep, sustained sub-bass synth provides the harmonic anchor and low-frequency weight, present continuously from the first beat of the rhythm section through to the outro.",templates/downtempo-ambient-pop_0001.txt
"Electronic, Synth & Ambient Pop",dream-pop-electronic-ballad_0001,Dream Pop / Electronic Ballad,—,87 BPM; G major,"The piece opens with a fragile, solitary atmosphere that feels suspended in time, gradually accumulating emotional weight as the arrangement thickens.",Singer A (Female).,"A warm, sustained synthesizer pad serves as the harmonic bedrock from the very beginning, evolving in brightness and density as the song builds.",templates/dream-pop-electronic-ballad_0001.txt
"Electronic, Synth & Ambient Pop",dream-pop-indie-electronic_0001,Dream Pop / Indie Electronic,—,85 BPM; E major,"The piece opens with a hazy, suspended atmosphere that feels introspective and weightless.","A single female vocalist delivers the performance with a soft, breathy, and ethereal timbre.","A clean electric guitar, treated with significant delay and reverb, plays a repetitive, arpeggiated motif that serves as the central melodic hook from the introduction through to the outro.",templates/dream-pop-indie-electronic_0001.txt
"Electronic, Synth & Ambient Pop",electronic-happy-hardcore_0001,Electronic / Happy Hardcore,club-edm-house-trance,182 BPM; B major,"The piece opens with a wistful, atmospheric introduction that establishes a sense of longing, which quickly builds tension through rising melodic arpeggios.",Singer A (Female).,"A bright, supersaw lead synthesizer carries the main melodic hook, entering forcefully at the first chorus and recurring during every drop.",templates/electronic-happy-hardcore_0001.txt
"Electronic, Synth & Ambient Pop",electronic-melodic-techno_0001,Electronic / Melodic Techno,club-edm-house-trance,125 BPM; C minor,"The piece opens with a serene, contemplative, and almost meditative atmosphere, driven by sparse instrumentation and a gentle vocal delivery.",Singer A (Male).,"A warm, evolving synthesizer pad serves as the harmonic bedrock from the very beginning, sustaining chords that shift slowly to support the vocal melody.",templates/electronic-melodic-techno_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-c-pop-with-edm-influences_0001,Electronic Pop / C-Pop with EDM influences,east-asian-modern,105 BPM; Ab minor,"The piece opens with a tense, atmospheric restraint that quickly builds into a confident and assertive verse.",Singer A (Female).,"A driving, saw-wave synthesizer lead carries the main melodic hook, entering forcefully at the first chorus and remaining dominant through the outro.",templates/electronic-pop-c-pop-with-edm-influences_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-contemporary-randb_0001,Electronic Pop / Contemporary R&B,modern-rnb-neo-soul,167 BPM; Bb major,"The track opens with a vulnerable, stripped-back atmosphere that quickly builds into an urgent, driving momentum.",Singer A (Male).,"A bright, plucked synthesizer arpeggio serves as the central melodic hook, present from the Intro through the Outro, providing continuity.",templates/electronic-pop-contemporary-randb_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-dance-pop_0001,Electronic Pop / Dance-Pop,dance-pop-disco-funk,115 BPM; A minor,"The track opens with an atmospheric and slightly mysterious tone, establishing a sense of depth and immersion.",Singer A (Female).,"A bright, plucked synthesizer arpeggio serves as the central melodic motif, present from the Intro through the Outro, providing rhythmic drive and harmonic context.",templates/electronic-pop-dance-pop_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-dance-pop_0002,Electronic Pop / Dance-Pop,dance-pop-disco-funk,102 BPM; D minor,"The track opens with a mysterious and slightly ethereal atmosphere that quickly establishes a driving, confident momentum.",Singer A (Female) and Singer B (Male).,"A bright, plucked synthesizer melody serves as the central hook, present from the intro and recurring throughout the track to anchor the harmonic structure.",templates/electronic-pop-dance-pop_0002.txt
"Electronic, Synth & Ambient Pop",electronic-pop-dance-pop_0003,Electronic Pop / Dance-Pop,dance-pop-disco-funk,140 BPM; F major,"The track opens with an anticipatory and airy atmosphere that quickly builds into a high-energy, euphoric release in the chorus.",Singer A (Female).,"A bright, saw-wave synthesizer lead carries the main melodic hook throughout the choruses and drops, serving as the central melodic driver.",templates/electronic-pop-dance-pop_0003.txt
"Electronic, Synth & Ambient Pop",electronic-pop-dance-pop_0004,Electronic Pop / Dance-Pop,dance-pop-disco-funk,118 BPM; E minor,"The track opens with a mysterious and atmospheric tension that quickly builds into a determined, driving momentum during the verses.",Singer A (Female).,"A driving synth bass line serves as the harmonic and rhythmic anchor throughout the entire track, providing a pulsating foundation.",templates/electronic-pop-dance-pop_0004.txt
"Electronic, Synth & Ambient Pop",electronic-pop-deep-house_0001,Electronic Pop / Deep House,club-edm-house-trance,107 BPM; C minor,"The track opens with an ethereal and mysterious atmosphere, establishing a sense of depth and calm.",Singer A (Male).,"A warm, detuned synthesizer pad serves as the harmonic backbone, present from the Intro to the Outro, providing a continuous atmospheric bed.",templates/electronic-pop-deep-house_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-dream-pop_0001,Electronic Pop / Dream Pop,—,102 BPM; A major,"The piece opens with a floating, ethereal atmosphere that establishes a sense of vastness and introspection.","A single female vocalist delivers the performance with a soft, breathy, and translucent timbre.","A warm, evolving synthesizer pad serves as the harmonic bedrock, present from the very first second to the last, providing a continuous wash of sound.",templates/electronic-pop-dream-pop_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-dream-pop_0002,Electronic Pop / Dream Pop,—,111 BPM; Ab major,"The piece opens with a suspended, ethereal atmosphere that establishes a sense of longing and fragility.","A single female vocalist delivers the performance with a soft, breathy, and airy timbre.","A warm, evolving synthesizer pad serves as the harmonic backbone, present from the very first second to the last.",templates/electronic-pop-dream-pop_0002.txt
"Electronic, Synth & Ambient Pop",electronic-pop-dream-pop_0003,Electronic Pop / Dream Pop,—,95 BPM; F# major,"The piece opens with an ethereal and spacious atmosphere, establishing a sense of solitary introspection.","A single female vocalist delivers the performance with a soft, breathy, and intimate timbre that conveys vulnerability and warmth.","A deep, sustained synth bass and a warm, plucked synthesizer motif serve as the core harmonic and melodic anchors, present from the intro through to the outro.",templates/electronic-pop-dream-pop_0003.txt
"Electronic, Synth & Ambient Pop",electronic-pop-future-bass_0001,Electronic Pop / Future Bass,general-pop-ballad,109 BPM; F minor,"The piece opens with an atmospheric and slightly melancholic tone, establishing a sense of longing.",Singer A (Female).,"A bright, detuned saw-wave synthesizer serves as the core melodic instrument, carrying the main hook throughout the choruses and drops.",templates/electronic-pop-future-bass_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-future-bass_0002,Electronic Pop / Future Bass,general-pop-ballad,150 BPM; Bb minor,"The piece opens with an atmospheric and slightly melancholic tone, establishing a sense of vastness and introspection.",Singer A (Male).,"A bright, detuned supersaw synthesizer serves as the primary melodic driver during the choruses and drops, delivering the main hook with a rich, shimmering texture.",templates/electronic-pop-future-bass_0002.txt
"Electronic, Synth & Ambient Pop",electronic-pop-future-bass_0003,Electronic Pop / Future Bass,general-pop-ballad,76 BPM; C# major,"The piece opens with a sparse, melancholic atmosphere that feels intimate and reflective.","A single male vocalist delivers the performance with a smooth, breathy tenor timbre that conveys vulnerability and warmth.","A warm, resonant piano serves as the core harmonic instrument, present from the intro through the outro, providing the main chordal structure.",templates/electronic-pop-future-bass_0003.txt
"Electronic, Synth & Ambient Pop",electronic-pop-future-bass-with-trap-influences_0001,Electronic Pop / Future Bass with Trap influences,hip-hop-rap,150 BPM; Ab major,"The piece opens with a vulnerable, atmospheric melancholy that gradually builds tension through the pre-chorus.",Singer A (Male).,"A warm, evolving synthesizer pad serves as the harmonic bedrock from the Intro through the verses, providing a continuous atmospheric layer.",templates/electronic-pop-future-bass-with-trap-influences_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-melodic-dubstep_0001,Electronic Pop / Melodic Dubstep,club-edm-house-trance,143 BPM; C major,"The piece opens with a vulnerable and atmospheric tone, establishing a sense of longing through sparse instrumentation.",Singer A (Female).,"A bright, arpeggiated synthesizer serves as the core melodic driver in the verses, transitioning into a massive, saw-wave lead synth that carries the main hook during the drops.",templates/electronic-pop-melodic-dubstep_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-novelty-dance_0001,Electronic Pop / Novelty Dance,club-edm-house-trance,125 BPM; G major,"The track establishes a quirky, rhythmic narrative tone in the verses, characterized by a steady, driving momentum.",Singer A (Male) and Singer B (Female).,"A deep, pulsating synth bass serves as the harmonic and rhythmic anchor, present from the Intro to the Outro, driving the groove with a repetitive, catchy pattern.",templates/electronic-pop-novelty-dance_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-synth-pop_0001,Electronic Pop / Synth-Pop,—,102 BPM; Bb minor,"The piece opens with an ethereal and mysterious atmosphere, establishing a sense of introspection through sparse instrumentation.",Singer A (Female).,"A lush, evolving synthesizer pad serves as the harmonic backbone from the Intro to the Outro, providing a continuous atmospheric bed.",templates/electronic-pop-synth-pop_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-synthwave_0001,Electronic Pop / Synthwave,—,98 BPM; F# minor,"The piece opens with a spacious, ethereal atmosphere that establishes a sense of mystery and introspection.","A single male vocalist delivers the performance with a smooth, clear tenor timbre that carries a slightly breathy and emotive quality.","Lush, evolving synth pads serve as the harmonic backbone, present from the very beginning and sustaining through to the end, providing a continuous atmospheric bed.",templates/electronic-pop-synthwave_0001.txt
"Electronic, Synth & Ambient Pop",electronic-pop-tropical-house_0001,Electronic Pop / Tropical House,club-edm-house-trance,109 BPM; Bb major,"The track opens with a wistful and atmospheric tone, establishing a sense of longing through sparse instrumentation.",Singer A (Male).,"A bright, plucked synthesizer serves as the primary melodic hook, present from the intro and recurring throughout the track to anchor the identity of the song.",templates/electronic-pop-tropical-house_0001.txt
"Electronic, Synth & Ambient Pop",electropop-dance-pop_0001,Electropop / Dance-Pop,dance-pop-disco-funk,103 BPM; E major,"The track opens with a rhythmic, chant-like anticipation that quickly establishes an energetic foundation.",Singer A (Female).,"A bright, saw-wave synthesizer lead carries the main melodic hook, present from the first chorus and recurring as the central motif throughout the track.",templates/electropop-dance-pop_0001.txt
"Electronic, Synth & Ambient Pop",electropop-dark-pop-with-trap-influences_0001,Electropop / Dark Pop with Trap influences,hip-hop-rap,92 BPM; E minor,"The track opens with a mysterious and slightly chaotic atmosphere, establishing a sense of contained energy.",Singer A (Female).,"A deep, distorted 808-style sub-bass synth serves as the harmonic and rhythmic anchor, present from the first verse through to the end, driving the song's momentum.",templates/electropop-dark-pop-with-trap-influences_0001.txt
"Electronic, Synth & Ambient Pop",electropop-indie-pop_0001,Electropop / Indie Pop,general-pop-ballad,128 BPM; Bb major,"The track opens with a sense of vulnerability and isolation, establishing a tense, atmospheric mood.",Singer A (Male).,"A bright, arpeggiated synthesizer pattern serves as the core melodic hook, present from the Intro through the Outro, providing continuous rhythmic and harmonic momentum.",templates/electropop-indie-pop_0001.txt
"Electronic, Synth & Ambient Pop",new-age-ambient-folk_0001,New Age / Ambient Folk,roots-traditional-global,67 BPM; Eb minor,"The piece opens with a serene and meditative atmosphere, establishing a sense of vast stillness.",Singer A (Female).,"A finger-picked acoustic guitar provides the core harmonic rhythm and melodic motif, present from the very beginning and continuing through to the end, serving as the song's structural anchor.",templates/new-age-ambient-folk_0001.txt
"Electronic, Synth & Ambient Pop",new-age-chinese-traditional-fusion_0001,New Age / Chinese Traditional Fusion,roots-traditional-global,83 BPM; A minor,"The piece opens with a serene and meditative atmosphere, establishing a sense of vast stillness.",Singer A (Female).,"A solo bamboo flute (Dizi) carries the main melodic motif, present from the Intro and weaving around the vocal lines throughout the track, serving as the primary counter-melody.",templates/new-age-chinese-traditional-fusion_0001.txt
"Electronic, Synth & Ambient Pop",new-age-world-music-fusion_0001,New Age / World Music Fusion,general-pop-ballad,71 BPM; E minor,"The piece opens with a serene, meditative stillness, establishing a contemplative mood through sparse instrumentation and ethereal vocals.",Singer A (Female).,"A synthesized pad with a soft, string-like timbre provides the continuous harmonic bed from the Intro to the Outro, anchoring the tonal center.",templates/new-age-world-music-fusion_0001.txt
"Electronic, Synth & Ambient Pop",synth-pop-dance-pop_0001,Synth-Pop / Dance-Pop,dance-pop-disco-funk,120 BPM; C major,The track opens with an ethereal and anticipatory atmosphere that quickly establishes a sense of wonder.,Singer A (Female).,"A bright, arpeggiated synthesizer sequence serves as the primary melodic hook, present from the Intro and continuing through most of the track, providing the main harmonic drive.",templates/synth-pop-dance-pop_0001.txt
"Electronic, Synth & Ambient Pop",synth-pop-dance-pop_0002,Synth-Pop / Dance-Pop,dance-pop-disco-funk,115 BPM; G major,"The track opens with an atmospheric and slightly tense mood, suggesting a state of suspension or coldness.",Singer A (Female).,"A bright, arpeggiated synthesizer serves as the primary melodic hook, present from the Intro and driving the harmonic rhythm throughout the entire track.",templates/synth-pop-dance-pop_0002.txt
"Electronic, Synth & Ambient Pop",synth-pop-darkwave_0001,Synth-pop / Darkwave,general-pop-ballad,122 BPM; A minor,"The piece opens with a somber, atmospheric tension that gradually builds into a driving, melancholic energy during the main sections.",Singer A (Male).,"A pulsating, arpeggiated synthesizer bassline drives the harmonic rhythm from the very beginning, serving as the song's backbone.",templates/synth-pop-darkwave_0001.txt
